id,date,num_day_of_week,day_of_week,plays,likes,comments,reach,saved,shares,total_interactions,permalink,caption,hashtags,hour posted
17894740273992059,2021-04-16,4,Fri,708,143,4,690,4,2,153,https://www.instagram.com/reel/CNu1LPfniXB/,"Frozen Pineapple Daiquiri 🍍 

-frozen pineapple 
-xanthan gum
-honey
-lemon
-rum

#daiquiri #pineapple #galulab #frozendrinks #frozendaiquiri #rum #rumlovers #flordecaña #daiquiristogo #pineappledaiquiri",10,15
17873642846346669,2021-04-17,5,Sat,778,153,1,728,7,2,163,https://www.instagram.com/reel/CNxcbevnhhj/,"Maracuya Mojito

-Maracuya
-Honey
-Mint
-Ice
-Rum
-Lemon Juice
-Soda

#maracuya #mojito #galulab #mojitotime #mojitos #mojitodemaracuya #rum #rumlovers #flordecaña",9,15
18219000340027366,2021-04-19,0,Mon,2550,144,2,2504,7,6,159,https://www.instagram.com/reel/CN1BzE-nGlJ/,"Mango Jalapeño Margarita 🥭 

-mango
-jalapeño
-tequila
-honey
-lemon
-tajin rim
-ice

#margarita #galulab #mangomargarita #mangojalapeño #mangojalapenomargarita #margaritas #margaritatime #tequila #tequilacocktails",9,01
17914973473674199,2021-04-27,1,Tues,7826,196,3,7985,8,9,216,https://www.instagram.com/reel/COKtWiAHgtr/,"Rum Fashioned 🔥 

-ginger simple syrup
-ice
-rum 
-bitters
-flame citrus peal 

#galulab #oldfashioned #rum #mixology #mixologybar #bartender #rumlovers",7,11
18143621362161885,2021-05-16,6,Sun,2136,110,0,2071,4,1,115,https://www.instagram.com/reel/CO8a90Rn1j_/,"Ginger Matcha Boba Tea 🍵 🧋 

-hot water
-matcha
-ginger syrup
-boba
-ice 
-milk

#matcha #matchalatte #galulab #matchaicedlatte #boba #bobatea #ginger #gingertea #bobamilktea #milktea #bobalife",11,18
17867204102516739,2021-06-03,3,Thurs,2250,135,4,2282,7,8,154,https://www.instagram.com/reel/CPpaBegHEdG/,"Macuá 🇳🇮 

-ice
-rum
-guava juice
-orange juice
-lime juice 

#macua #nicaraguanfood #ronflordecaña #ronflordecaña18años #flordecaña #rum #bartender #bartending",8,05
17907697048862029,2021-06-26,5,Sat,882,81,0,867,3,0,84,https://www.instagram.com/reel/CQkR23pHBF-/,"Grand Cosmo 

-vodka
-grand marnier
-lime juice
-cranberry juice
-ice

#cosmo #cosmopolitan #grandmarnier @grandmarnierusa #bartender #mixologist #vodka @belvederevodka #belvedere",7,02
17909834540091494,2021-09-23,3,Thurs,1388,41,1,1384,0,0,42,https://www.instagram.com/reel/CUKVxQ5Mv17/,Salted Honey Cream Coffee 🍯 🧂,0,10
17969388235454046,2021-09-27,0,Mon,3472,80,2,3391,1,5,88,https://www.instagram.com/reel/CUV5dtrg5qv/,"Moscow Mule 

-ice
-vodka
-lime juice
-ginger beer",0,22
17886799856375215,2021-10-02,5,Sat,5828,207,0,5911,10,2,219,https://www.instagram.com/reel/CUh9dixs0eT/,"Paloma 🕊 

-tajin rim
-ice
-lime juice
-grapefruit soda

#paloma #fevertree @fevertree_usa #tequila #tequilamexico #palomacocktail #tequilalover",6,15
18014450818337689,2021-10-14,3,Thurs,6804,181,0,6896,10,10,201,https://www.instagram.com/reel/CVA6zy-DaWM/,"Tequila Michelada

-chamoy rim
-ice
-lime juice (forgot to film it)
-Worcestershire 
-salt
-hot sauce
-tequila
-beer
-tajin
-tarugos tamarindo con chile as a straw (bite the tip)",0,15
17926289650878166,2021-10-18,0,Mon,3318,64,1,3370,1,1,67,https://www.instagram.com/reel/CVLdLqJMtB6/,"Brown Sugar Ginger Boba Latte

-bobas
-brown sugar ginger syrup
-ice
-milk
-espresso shot",0,17
18009880600331634,2021-11-04,3,Thurs,4243,169,0,4291,6,17,192,https://www.instagram.com/reel/CV3UTajgyc_/,"We love our Paloma’s 💕🕊 Cant get enough of them! 

#paloma #palomacocktail #tequila #tequilathursday #tequilatequila @fevertreemixers #cocktails #mixology #mixologist #cocktailsofinstagram",9,18
17988822931417406,2021-11-18,3,Thurs,1146,31,0,1133,2,0,33,https://www.instagram.com/reel/CWbyBpzFZM_/,"Milk 🥛 Punch Piña 🍍 Colada 🥥 

-rum
-lime juice
-pineapple juice
-coconut water
-milk
Let it sit for at least 20 minutes 
Strain

#milkpunch #cocktails #milkpunchcocktail #pinacolada #cocktail #piñacolada #cocktailsofinstagram",7,22
17882809127539362,2021-11-21,6,Sun,680,31,0,634,3,3,37,https://www.instagram.com/reel/CWjCsyWJDCc/,"Pumpkin Spiced Latte 🎃 

#pumpkin #pumpkinspice #pumpkinspicelatte #pumpkinseason #coffee #latte #latteartgram #coffeelover",8,18
18015623518353092,2021-12-02,3,Thurs,4010,171,7,5078,6,7,191,https://www.instagram.com/reel/CW-3oFVv6l1/,"Spicy Pineapple Margarita 🌶 🍍 

-ice
-jalapeño slices
-lime juice
-tequila
-pineapple slices 
-simple syrup 
-shake
-chamoy and tajin rim
Serve on ice 🧊 🍹 

#margarita #mixologist #tequila #pineapplemargarita #margaritas #mixology #cocktails #jalapenomargarita #spicymargarita",9,13
17978683819448470,2021-12-05,6,Sun,3931,127,0,4070,4,5,136,https://www.instagram.com/reel/CXHjUSlgmiw/,"Ginger Latte

-ice
-coffee
-ginger extract
-simple syrup
-milk

#latte #latteartgram #coffee #coffeelover #coffeetime #coffeebar #barista #baristalife #baristadaily",9,22
18196073101120807,2021-12-10,4,Fri,1343,56,0,1503,4,0,60,https://www.instagram.com/reel/CXTBUlJLF2Q/,"Cucumber 🥒 Jalapeño and Raspberry Gin and Tonic 
❤️💚❤️💚❤️💚

-Cucumbers and Jalapeños/Raspberries
-muddle
-gin
-lemon
-tonic water

#christmascocktails #ginandtonic #ginandtonicday #cocktails #drinks #cocktailsofinstagram",6,09
17897948951510805,2021-12-12,6,Sun,4574,103,0,4808,20,17,140,https://www.instagram.com/reel/CXZEh-HPNuc/,"It beginning to taste a lot like Christmas with our cranberry clementine + rosemary cocktail 🎄 🎅
-clementines
-gin
-Clementine+rosemary syrup
-ice
-cranberries 
-lime juice
-club soda

#christmas #christmascocktails #cocktails #barista #gin #ginlovers",6,17
17911533833137315,2021-12-24,4,Fri,3594,115,1,3566,2,0,118,https://www.instagram.com/reel/CX3-kHTA41d/,"Have a Holly Jolly Christmas 🎄 

Peppermint mocha latte 

-chocolate
-espresso
-peppermint syrup
-milk

#peppermintmocha #peppermintmochalatte #coffee #coffeelover #christmas #christmascoffee #coffeetime",7,17
17906632457381446,2022-03-18,4,Fri,1313,39,1,1245,0,22,62,https://www.instagram.com/reel/CbPxsO9AHLf/,"That Fizz ✨👂
One of our favorite drinks, but with a little twist 😍
Moscow Mule 

-ginger beer
-lime juice
-rum 

#asmr #moscowmule #cocktails #moscowmuletime #rum #cocktailrecipes #rumlovers #bartender #bartenderlife #its5oclocksomewhere",10,13
18284391091023563,2022-03-20,6,Sun,3084,122,1,3036,13,3,139,https://www.instagram.com/reel/CbVRaV7tfrS/,"Ginger Iced Latte 

-ice
-coffee
-ginger extract
-simple syrup
-milk

#latte #coffee #coffeelover #lattegram #icedlatte #baristadaily #gingerlatte",7,16
18157651726227605,2022-03-26,5,Sat,11479,217,2,11477,14,11,244,https://www.instagram.com/reel/CblP4k4L-MQ/,"Tequila Sunrise 🌅 

-ice
-tequila
-orange juice
-grenadine 

#tequila #tequilasunrise #tequilashots #tequilacocktails #cocktailvideos",5,21
17981332972492013,2022-03-31,3,Thurs,8579,489,2,8480,18,22,531,https://www.instagram.com/reel/CbxkSV3pUzn/,"Blackberry Gin and Tonic 💙

-blackberries 
-ice
-gin
-lemon juice
-tonic water

#ginandtonic #mixology #blackberries #gintonic #gin",5,16
17942974780981917,2022-04-26,1,Tues,11247,458,8,11365,9,12,487,https://www.instagram.com/reel/Cc0_0mevzkJ/,"Whiskey Highball

-whiskey
-soda water

#whiskey #whiskeyhighball #whiskeylover #whiskeygram #cocktailvideos #cocktails #mixology",7,20
17969481454581159,2022-04-27,2,Weds,3332,232,0,3350,4,2,238,https://www.instagram.com/reel/Cc3lY32Jpc0/,"That Bloom 🥹
Are you more of an iced coffee or a hot coffee person? 

#coffee #coffeelover #coffeelover #coffeebrewing #coffeebloom #freshcoffee",6,20
18295086454019166,2022-05-10,1,Tues,3734,125,0,3751,4,1,130,https://www.instagram.com/reel/CdZScdJjRUg/,"Macua Milk Punch

-white rum
-lime juice
-orange juice
-guava juice
-milk

#rumcocktail #macua #milkpunchcocktail #cocktailvideos #cocktail @bacardi",5,22
17932450328270887,2022-05-27,4,Fri,9409,633,3,9671,15,39,690,https://www.instagram.com/reel/CeDL8BntKHk/,"Pineapple Jalapeño Paloma 🍍🌶 🕊

#paloma #tequila #milagrotequila @milagrotequila #tequilatequila",4,05
17946202954986188,2022-05-28,5,Sat,4570,334,0,4624,4,6,344,https://www.instagram.com/reel/CeGMo7svIoR/,"Gin and Tonic 🧊so simple yet so versatile 🖤🧡just add some fruit and you’ll create a unique experience every time 🍓🍑🍍🥝🥭🥥🫐

#ginandtonic #gin #cocktails #fruitcocktail",4,09
18179135635169713,2022-06-14,1,Tues,19576,837,2,20274,34,34,907,https://www.instagram.com/reel/CeyXq6QlMJ9/,"Ginger Old Fashioned🍊

-ginger simple syrup
-whiskey
-bitters
-orange peel

#oldfashioned #whiskey #whiskeylife #okdfashion #oldfashionedcocktail #cocktails #cocktailrecipes",7,13
18217133086176115,2022-06-15,2,Weds,3426,175,0,3365,7,34,216,https://www.instagram.com/reel/CezpYFsvHRt/,"A little preview of what we do here ❤️

#cocktails #coffee #tea #bartender #mixologist #barista",6,01
17968516003712577,2022-06-26,6,Sun,5480,262,1,5531,13,11,287,https://www.instagram.com/reel/CfSQDWzPMpP/,"Spicy Watermelon Margarita 🌶🍉

-tajin rim @tajinusa @tajinmexico 
-watermelon
-fermented spicy honey
-more honey
-lime juice
-tequila
-ice
-mix 🤗

#margarita #watermelon #cocktails #cocktailrecipes #cocktailsofinstagram #margaritas #tajin #watermelonmargarita",8,22
17950233376876203,2022-06-28,1,Tues,10496,360,4,10795,34,16,414,https://www.instagram.com/reel/CfXadHFLdMS/,"Macua 🇳🇮🍊

-lime juice
-orange juice
-white rum
-guava juice

#macua #rum #whiterum #cocktails #rumcocktails #mixologist",6,22
17912564639584237,2022-07-05,1,Tues,23981,695,1,24206,27,15,738,https://www.instagram.com/reel/CfpGIslF-Ez/,"Easy and refreshing 🧊🫧 coffee☕️ for a bad hair day 🤭

#coffee #coffeesoda #bartenderlife #barista #coffeetime #coffeelover",6,19
17950662472985346,2022-07-06,2,Weds,9776,444,0,10180,18,15,477,https://www.instagram.com/reel/CfrdsKpPzg9/,"Maracuya Macua 🧡💛💕

-rum
-guava juice
-maracuya juice
-orange juice
-citric acid
-orange bitters

#macua #nicaragua #cocktails #rum #drink #its5oclocksomewhere",6,17
17934016823483928,2022-07-10,6,Sun,23334,867,3,23015,85,33,988,https://www.instagram.com/reel/Cfz5TNephA0/,"White Sangria 🤍🍷🍑🍊

#sangria #whitesangria #wine #cocktails",4,00
17863638440756387,2022-07-10,6,Sun,21289,926,1,21631,40,47,1014,https://www.instagram.com/reel/Cf1oW_WOORm/,"Peach Melon Gin & Tonic 🍑🧡💛

-peach
-melon
-ice
-lime juice
-gin
-@fevertreemixers tonic water

#gin #gintonic #cocktails #ginandtonic",4,16
17946307523097890,2022-07-11,0,Mon,8117,319,0,8237,20,3,342,https://www.instagram.com/reel/Cf4viNPuiYj/,"Mega throwback to when we were in college 🤭
Boba Vietnamese milk tea with cheese foam 🧋🥛🧀

-boba 
-ice
-condensed milk
-milk
-white tea
Cheese Foam:
-cream cheese
-powdered sugar
-milk
-heavy cream

#boba #bobatea #bobamilktea #milktea #milkteatime #whitetea #tea #teatime #vietnamesetea",9,21
17915457761478099,2022-07-17,6,Sun,6594,505,0,6678,19,13,537,https://www.instagram.com/reel/CgHrs1HMBRU/,"Coconut Margarita 🥥🌴

-lime juice
-coconut milk
-homemade chilli honey
-honey
-tequila @eljimadortequila 

#tequila #coconutmargarita #margarita #tropicalvibes #tropicalcocktails #cocktails #eljimador #coconutcocktail #asmr",9,16
17940870107060618,2022-07-19,1,Tues,14049,522,2,14105,14,12,550,https://www.instagram.com/reel/CgNSvlWD3kW/,"Mocha Latte 🍫 ☕️ 🥛 

#coffee #coffeetime #coffeelover #coffeeaddict #mocha #mochalatte #latte #lattegram #asmr",9,20
17915140724487104,2022-07-21,3,Thurs,42128,1106,6,41219,79,96,1287,https://www.instagram.com/reel/CgSnvYVl1cd/,"Watermelon Chelada 🍉 

@corona #michelada #micheladatime #asmr #cocktails #chelada #beer #cerveza",7,22
17970835300669819,2022-07-24,6,Sun,32104,1214,11,31876,69,28,1322,https://www.instagram.com/reel/CgaLv5fpsRO/,"Japanese Highball 🍋 ✨

-whiskey
-seltzer 
-lemon oil
-lemon peel

#japanesehighball #highball #whiskey #whiskeygram #cocktails #asmr",6,20
17938561961245834,2022-07-27,2,Weds,4900,184,2,4806,9,2,197,https://www.instagram.com/reel/CgfwZW7MkO9/,"What’s your favorite drink? 

#coffee #matcha #miami #florida #america #drinks #cocktails",7,00
18310103056005335,2022-07-28,3,Thurs,22300,744,12,22391,37,45,838,https://www.instagram.com/reel/CgkgeuHOrHe/,"Cucumber Jalapeño Margarita 🥒

-cucumber
-jalapeño 
-lime juice
-honey
-fermented honey
-tequila
-ice

#tequila #margarita #cucumbermargarita #jalapeño #spicymargarita #florida #miami #miamibeach",8,21
17938619378111396,2022-07-31,6,Sun,7794,112,1,7850,0,0,113,https://www.instagram.com/reel/CgrrItwNRCx/,#miami #miamibeach #florida #drinks #coffee #matcha #cocktails,7,15
17943286763235448,2022-08-22,0,Mon,152807,6502,26,148107,389,375,7292,https://www.instagram.com/reel/Chi1Julsjf7/,"Jelly iced coffee 🤎🧊🥛

coffee Jelly:
-coffee
-unflavored gelatin 
-boiling water
-brown sugar

Iced Coffee:
-coffee jelly
-ice
-ginger brown sugar syrup
-milk
-cold brew

#coffee #coffeejelly #icedcoffee #coldbrew #miami #miamibeach #miaminightlife #florida #floridalife",9,02
17948707052149754,2022-08-24,2,Weds,129401,4017,27,125943,413,277,4734,https://www.instagram.com/reel/ChqAbSROPaj/,"Funky mojito 🍑 🌱 ❤️💚

-peach
-mint
-simple syrup
-lime juice
- ice
- rum
- sparkling water @drinkspindrift 

#mojito #mojitos #miami #fyp #ftlauderdale #florida #drinks #drink #cocktails",9,20
17917715570593708,2022-08-29,0,Mon,31879,718,9,32018,40,73,840,https://www.instagram.com/reel/Ch2mbjmDKhg/,"New obsession 💚
Caramel brown sugar matcha latte 🧋

-boba
-ginger brown sugar syrup
-salted caramel @talenti ice cream
-milk
-matcha

#matchalatte #matcha #matchalover #latte #florida #floridalife #floridakeys #fortlauderdale #miami #fyp #viral",11,19
17957440018979690,2022-08-31,2,Weds,1724,34,0,1686,1,0,35,https://www.instagram.com/reel/Ch74mobPh6Z/,"Cuba Libre 🇨🇺

Coke, rum, and lime 💚

#cubalibre #cocktails #cocktail #rum @diplomaticorum #asmr #fl #f #florida #miami",9,19
17978937763593940,2022-09-04,6,Sun,3166,90,4,3213,8,14,116,https://www.instagram.com/reel/CiGc7abtd20/,"New favorite way to make cocktails 🍉💚❤️
Watermelon Paloma 🕊

-chamoy tajin rim
- ice
- watermelon juice
- lime juice
- @milagrotequila 
- @fevertreemixers pink grapefruit

#watermelon #delicious #margarita #paloma #miami #california #fyp #nicaragua #asmr #drinks #cocktails #tequila #viral",13,22
17973389425738044,2022-09-07,2,Weds,2230,81,0,2282,9,2,92,https://www.instagram.com/reel/CiNrqX_MvU6/,"Michelada, the perfect drink for a long weekend with the fam ❤️

- salt rim
- ice
- lemon juice
- Worcestershire
- pepper
- beer

#beer #michelada #longweekend #cocktails #drinks #asmr #laborday #miami #california #fortlauderdale #florida #laketahoe #fyp #viral",14,17
17863556174755520,2022-09-09,4,Fri,470,27,2,454,2,1,32,https://www.instagram.com/reel/CiSpxhHjO1K/,"Caffeine 😍 with a touch of raspberry basil 🌿 ♥️

#caffeine #coffee #icedcoffee #icedlatte #reels #coffeelover",6,15
17945032991104116,2022-09-10,5,Sat,530,29,0,524,1,0,30,https://www.instagram.com/reel/CiVvid0Axec/,"Mocha with matcha sweet cream 🍫💚

Mocha
-dark chocolate chips
-hot coffee
-ice
-cold brew
Sweet cream:
-heavy cream
-matcha
-powdered sugar 

#coffee #matcha #matchalatte #mocha #icedmocha #icedlatte #latte #coffeetime #coffeelover #coffeeaddict #fyp #florida #miami #chocolate",14,20
17943012653138098,2022-09-12,0,Mon,8833,122,2,8881,11,8,143,https://www.instagram.com/reel/CiazAb0LrUl/,"Orange Kiwi Gin and Tonic 🍊🥝🧡💚 

- orange gin and tonic infusion
- gin
- lime juice
- ice
- dried caramelized orange
- kiwi
- @fevertreemixers tonic water

#ginandtonic #gin #cocktails #drinks #instagood #instafood #instalike #gintonic #fevertree #florida #miami #foryou #asmr",13,19
17931974087336542,2022-09-18,6,Sun,697,31,0,704,0,1,32,https://www.instagram.com/reel/CiqWwE4L1uq/,"What would you call it?

#coffee #coffeeaddict #coffeetime #coffeelover #coffeeholic #florida #miami",7,20
17856858401815038,2022-09-22,3,Thurs,719,42,1,700,2,3,48,https://www.instagram.com/reel/Ci0wQZLrqUx/,"Mango Matcha Latte 🥭💚🧡

-mango
-ice
-milk
-simple syrup
-matcha

#matcha #matchalatte #matchatea #matchalover #latte #barista #fyp #instagood #instadaily #florida #miami #coffee #asmr",13,21
17957223860039490,2022-09-29,3,Thurs,1810,136,2,1763,3,0,141,https://www.instagram.com/reel/CjGzpGApj-u/,"☕️ or 🍵?

#latte #coffee #matcha #matchalatte #lattegram #coffeetime #icedcoffee #coffeeaddict #florida #miami #fyp #trending",12,21
17989574092573078,2022-10-03,0,Mon,9796,252,4,9842,13,8,277,https://www.instagram.com/reel/CjQbqvRPDcp/,"My all time favorite drink💚 Moscow Mule

-lime juice
-vodka
-crushed ice
- @fevertreemixers ginger beer
-mint

#moscowmule #moscowmuletime #vodka #miami #florida #drink #cocktails #drinks #ginger #asmr #fyp",11,15
18078764842310596,2022-10-04,1,Tues,4782,64,2,4664,4,0,70,https://www.instagram.com/reel/CjS8AbjMnpf/,"A creamy coconutty cocktail? Yes pleaseee 🙏🏽🥥

#coconut #cocktails #margarita #margaritas #drink #5oclocksomewhere #viral #f #yum #tequila",10,14
18189254362210355,2022-10-10,0,Mon,322,19,4,315,0,0,23,https://www.instagram.com/reel/CjiNl2INtSL/,"Fig iced latte 💜

-figs
-coffee
-brown sugar simple syrup
-milk

#latte #coffee #icedcoffee #icedlqtte #fig #figs #coffeetime #coffeelover #coffeeaddict #coffeeshop #miami# asmr #fyp",13,13
17846305367849021,2022-10-14,4,Fri,274,21,0,271,0,0,21,https://www.instagram.com/reel/CjtFKpusey_/,"How good does this look!?!? And it tastes even better 😋🤤🤤

#matcha #drink #latte #yummy #instagood #instadaily #beauty #lifestyle #life #reelsinstagram #foryou #trending #cute",13,18
17942055410382191,2022-10-16,6,Sun,113157,7511,5,114324,229,112,7857,https://www.instagram.com/reel/CjyNaNjDuwh/,"Margarita gummies 💛❤️

- @milagrotequila 
-lime juice
-water
-honey 
-powdered jello 
-salt
-tajin

#margarita #tequila #tequilashots #shot #asmr #lime #margaritas #tequilatime #f #miami #fyp",11,18
17939187146289546,2022-10-17,0,Mon,219,33,1,207,1,0,35,https://www.instagram.com/reel/Cj06pUIplIy/,"💡, 🎥, 🎞️

#coffee #matcha #latte #icedcoffee #fyp #viral #sound",7,19
17852015573826611,2022-10-22,5,Sat,270,22,1,263,1,1,25,https://www.instagram.com/reel/CkB4orAL9il/,"Brown Sugar Matcha Latte 🤎🤍💚

#matcha #matchalatte #icedcoffee #icedcoffeeaddict #icedmatchalatte #icedlatte #gilmoregirls #trending #viral #fyp",10,20
17984644081589290,2022-10-23,6,Sun,10830,122,2,9799,4,2,130,https://www.instagram.com/reel/CkESxqDORYa/,"Jalapeño pineapple Margarita 🌶️🍍

-tajin rim
-pineapple juice
-sliced jalapeños
-lime juice
-tequila
-ice

#pineapple #margarita #tequila #limon #margaritas #yum #deli #asmr #v #f #florida",11,18
18216883387165049,2022-10-29,5,Sat,1205,37,0,1202,1,1,39,https://www.instagram.com/reel/CkT2YGdOb0K/,"La mejor manera de disfrutar la playa, con michelada en mano 🍻 @cervezatona 

#michelada #beach #micheladas #cerveza #beer #beerstagram #playa #trago #toña",9,19
17892314717708576,2022-11-03,3,Thurs,191,20,2,183,0,0,22,https://www.instagram.com/reel/CkhER9ULUNf/,"Salted Cream Cold Foam Cold Brew

-cold brew
-heavy cream
-powdered sugar
-salt

#coldbrew #saltedcreamcoldfoamcoldbrew #saltedcream #coldbrewcoffee #coffee #coffeeholic #coffeelover #miami #florida #viral #starbucks #asmr #f",13,23
17979843385655207,2022-11-08,1,Tues,1145,29,0,1166,1,2,32,https://www.instagram.com/reel/CktCzDTMfCu/,"A red velvet iced latte for those positive vibes 🧘‍♀️

#latte #icedlatte #coffee #coffeeholic #coffeehouse #coffetime #miami #florida #viral #redvelvet",10,14
17971778458920941,2022-11-10,3,Thurs,1229,39,2,1203,0,0,41,https://www.instagram.com/reel/CkyQvNTuLzr/,"Just another coffee reel 😉🥰☕️

#coffeewithstyle #coffee #coffeeholic #coffeelover #coffeehouse #coffeetime #latteart #latte #viral #viralvideos #f #followforfollowback #florida",13,15
17846913695866660,2022-11-13,6,Sun,191,15,3,184,0,0,18,https://www.instagram.com/reel/Ck6YETWsg2m/,"Avocado latte 🥑 

-avocado 
-condensed milk
-milk
-ice
-cold brew

#avocado #avocadolatte #icedcoffee #latte #cold #coldbrew #coldbrewcoffee #coffee #coffeetime #coffeelover #viral #asmr #fyp #miami",14,19
17939354975520132,2022-11-20,6,Sun,337,20,0,319,0,1,21,https://www.instagram.com/reel/ClMXC9BrMLf/,"Strawberry Mocha Iced Latte🍓🍫

-Chocolate
-Coffee
-Strawberries
-homemade strawberry syrup
-Ice
-milk

#icedlatte #mochacoffee #icedmocha #coffee #icedcoffee #coffeetime #strawberry #strawberries #coffeelovers #miami #asmr #fyp",12,18
17994203872605531,2022-11-22,1,Tues,261,17,0,258,0,0,17,https://www.instagram.com/reel/ClRVcXspz9T/,"Dirty Caramel Matcha Latte 💚🤍🤎a full dose of antioxidants and energy 🤪

#matcha #matchalatte #caramel #homemade #ice #icedlatte #latte #trending #trendingreels",9,17
18039289840399611,2022-12-03,5,Sat,840,53,1,831,4,3,61,https://www.instagram.com/reel/Clt6yRSvXK4/,"Pineapple Daiquiri 🍍🍋

-lime juice
-ice
- honey
-pineapple juice
- rum

#daiquiri #daiquiris #pineapple #rum #flordecaña #floridalife #drink #cocktails #yum #asmr",10,19
